timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,ttl,tcp_flags,window_size
2026-01-15 09:41:22.460076,192.168.199.100,192.168.27.160,80,59391,UDP,239,61,2,31639
2026-01-15 09:37:36.583992,192.168.174.105,192.168.171.85,443,8080,UDP,758,49,18,39412
2026-01-15 09:38:48.990907,192.168.112.92,192.168.216.200,8080,28744,UDP,641,49,16,26979
2026-01-15 09:41:14.085404,192.168.87.203,192.168.198.20,443,3389,UDP,1267,41,1,65356
2026-01-15 09:41:45.265430,192.168.105.85,192.168.23.18,443,18165,ICMP,1059,38,1,32853
2026-01-15 09:39:48.752994,192.168.243.238,192.168.243.194,3389,80,ICMP,335,35,1,38996
2026-01-15 09:36:55.725614,192.168.87.152,192.168.75.32,443,8080,UDP,1323,58,1,31786
2026-01-15 09:38:07.157658,192.168.37.62,192.168.106.175,80,443,ICMP,470,42,18,56949
2026-01-15 09:43:33.826177,192.168.233.32,192.168.206.21,8080,443,UDP,190,52,18,45138
2026-01-15 09:38:38.993023,192.168.106.8,192.168.105.51,22,3389,UDP,537,60,0,3181
2026-01-15 09:36:56.915546,192.168.77.7,192.168.19.65,80,3389,ICMP,1214,39,16,42706
2026-01-15 09:36:38.615013,192.168.24.144,192.168.123.124,80,61662,ICMP,538,46,0,41215
2026-01-15 09:39:34.343700,192.168.80.19,192.168.79.19,57503,443,UDP,494,45,18,42267
2026-01-15 09:40:56.595970,192.168.206.35,192.168.98.164,3389,15997,ICMP,462,54,1,54184
2026-01-15 09:36:17.651813,192.168.33.101,192.168.157.234,80,22,UDP,714,53,1,44534
2026-01-15 09:42:15.645452,192.168.4.102,192.168.37.243,8080,8080,TCP,696,45,0,38929
2026-01-15 09:43:44.837744,192.168.147.250,192.168.223.179,443,8080,TCP,1392,59,0,46014
2026-01-15 09:42:05.803388,192.168.35.10,192.168.151.71,21336,27103,TCP,1415,55,0,27838
2026-01-15 09:40:52.238417,192.168.223.76,192.168.157.99,8080,8080,ICMP,349,32,1,33701
2026-01-15 09:39:51.932395,192.168.245.246,192.168.243.117,443,59404,TCP,1113,64,2,19347
2026-01-15 09:38:57.322688,192.168.158.116,192.168.157.43,8080,8080,UDP,945,45,16,49183
2026-01-15 09:39:51.188054,192.168.118.48,192.168.229.106,22,8080,TCP,547,35,2,31291
2026-01-15 09:35:33.952312,192.168.14.234,192.168.230.38,22,16950,TCP,70,30,1,27720
2026-01-15 09:36:06.006647,192.168.249.46,192.168.32.22,22,23990,UDP,620,45,1,7593
2026-01-15 09:39:35.518625,192.168.238.246,192.168.128.95,80,22,UDP,1450,41,18,51211
2026-01-15 09:43:20.125693,192.168.122.231,192.168.153.200,80,3389,ICMP,779,63,2,38635
2026-01-15 09:40:09.493097,192.168.31.115,192.168.99.125,22959,3389,TCP,999,64,16,62760
2026-01-15 09:37:00.861634,192.168.29.239,192.168.118.24,22,61120,TCP,451,36,1,25922
2026-01-15 09:40:54.390991,192.168.4.173,192.168.254.50,3389,22,UDP,1436,41,2,65360
2026-01-15 09:38:41.571892,192.168.220.16,192.168.217.152,80,443,ICMP,53,32,16,2893
2026-01-15 09:43:40.171661,192.168.16.215,192.168.35.5,3389,80,UDP,776,49,16,3728
2026-01-15 09:38:29.500090,192.168.42.135,192.168.8.67,8080,8080,ICMP,221,36,0,50140
2026-01-15 09:37:05.361575,192.168.8.85,192.168.25.180,3389,443,ICMP,1435,46,0,62294
2026-01-15 09:35:53.523064,192.168.71.245,192.168.59.232,42279,80,ICMP,895,46,18,12815
2026-01-15 09:39:29.801631,192.168.97.221,192.168.104.169,8080,8080,TCP,1054,32,2,43143
2026-01-15 09:40:48.306568,192.168.185.209,192.168.135.139,3389,46230,TCP,587,35,1,3775
2026-01-15 09:36:16.680989,192.168.13.37,192.168.16.240,80,3389,TCP,1047,37,18,50479
2026-01-15 09:36:52.941622,192.168.71.92,192.168.241.232,3389,22,UDP,1365,36,16,17384
2026-01-15 09:40:51.472199,192.168.52.80,192.168.64.80,8080,8080,TCP,882,48,2,50530
2026-01-15 09:43:07.306759,192.168.220.170,192.168.95.253,19903,19067,ICMP,1042,52,2,21506
2026-01-15 09:38:44.913262,192.168.60.67,192.168.183.31,55477,80,ICMP,887,52,16,25696
2026-01-15 09:41:02.713884,192.168.64.185,192.168.15.64,22,22,ICMP,1077,63,2,4881
2026-01-15 09:36:47.041229,192.168.158.181,192.168.198.210,80,8003,TCP,832,44,0,20291
2026-01-15 09:39:06.062959,192.168.202.165,192.168.77.122,3389,80,UDP,665,63,16,10162
2026-01-15 09:35:28.298729,192.168.142.230,192.168.17.65,8080,41358,TCP,214,50,16,54926
2026-01-15 09:40:17.110194,192.168.214.161,192.168.170.33,80,443,TCP,1148,31,16,5817
2026-01-15 09:39:05.055144,192.168.2.66,192.168.141.226,80,8080,TCP,193,45,16,22911
2026-01-15 09:39:32.859763,192.168.243.112,192.168.130.130,3389,22,UDP,875,52,18,30112
2026-01-15 09:36:46.141556,192.168.242.239,192.168.87.41,80,8080,TCP,526,47,1,60189
2026-01-15 09:36:15.382573,192.168.96.98,192.168.40.69,24775,22,UDP,420,63,2,48388
2026-01-15 09:35:54.522049,192.168.46.222,192.168.237.21,80,443,ICMP,382,55,16,7260
2026-01-15 09:37:13.202797,192.168.193.50,192.168.206.45,443,443,UDP,343,40,18,11670
2026-01-15 09:43:08.107980,192.168.8.127,192.168.24.20,8080,22,ICMP,189,44,0,14317
2026-01-15 09:37:44.988903,192.168.225.95,192.168.95.139,3389,8080,UDP,580,40,18,16063
2026-01-15 09:41:07.551520,192.168.13.23,192.168.79.13,8080,18128,ICMP,456,37,18,47483
2026-01-15 09:37:30.134877,192.168.173.83,192.168.186.165,22,13737,UDP,784,63,2,9100
2026-01-15 09:36:19.060162,192.168.74.76,192.168.115.250,22,443,ICMP,333,37,0,17826
2026-01-15 09:35:46.232377,192.168.113.243,192.168.101.82,22,3389,ICMP,1301,39,0,18427
2026-01-15 09:38:11.216981,192.168.63.179,192.168.159.8,80,8080,UDP,241,40,1,16893
2026-01-15 09:35:49.322657,192.168.152.214,192.168.77.243,52670,3389,UDP,335,55,0,37690
2026-01-15 09:36:02.698797,192.168.138.92,192.168.4.200,80,8080,UDP,720,42,2,2482
2026-01-15 09:36:21.376906,192.168.26.146,192.168.250.53,22,8080,ICMP,638,56,16,59575
2026-01-15 09:41:30.828561,192.168.27.242,192.168.0.225,22,443,TCP,1359,51,0,50092
2026-01-15 09:38:25.160575,192.168.248.112,192.168.139.200,8080,443,ICMP,1279,46,1,3840
2026-01-15 09:41:37.661016,192.168.176.176,192.168.59.172,8080,3389,TCP,488,57,2,39083
2026-01-15 09:44:31.421772,192.168.241.136,192.168.174.144,3389,22,ICMP,1004,53,16,47963
2026-01-15 09:35:41.766789,192.168.247.183,192.168.28.98,16967,8080,UDP,830,43,0,62790
2026-01-15 09:39:02.376709,192.168.140.45,192.168.186.121,63533,8080,UDP,1183,55,18,41633
2026-01-15 09:42:14.720820,192.168.133.19,192.168.193.103,22,443,ICMP,271,34,0,45253
2026-01-15 09:43:32.899734,192.168.140.3,192.168.53.1,22,443,TCP,277,30,2,10296
2026-01-15 09:40:56.073059,192.168.160.189,192.168.117.69,22,9914,TCP,635,49,1,5041
2026-01-15 09:42:45.074377,192.168.142.228,192.168.110.152,33957,80,ICMP,144,42,1,41828
2026-01-15 09:41:39.128093,192.168.152.56,192.168.190.230,443,80,UDP,1488,60,2,46774
2026-01-15 09:42:16.448507,192.168.134.65,192.168.132.140,443,8080,UDP,1034,32,1,8945
2026-01-15 09:35:33.495790,192.168.35.211,192.168.89.32,50369,3389,ICMP,132,48,16,35033
2026-01-15 09:40:37.529288,192.168.36.87,192.168.107.70,8080,80,UDP,705,39,16,45376
2026-01-15 09:38:29.059681,192.168.34.63,192.168.216.150,32696,443,UDP,1151,38,18,47186
2026-01-15 09:36:59.475889,192.168.37.228,192.168.237.229,443,22,ICMP,788,40,0,48564
2026-01-15 09:39:50.956757,192.168.216.193,192.168.245.220,8080,8080,UDP,42,32,18,1015
2026-01-15 09:44:35.605048,192.168.248.168,192.168.248.11,443,22,UDP,1294,34,0,53908
2026-01-15 09:39:17.893972,192.168.167.81,192.168.221.199,80,3389,UDP,558,52,16,24837
2026-01-15 09:36:05.623977,192.168.222.208,192.168.165.188,80,80,TCP,232,38,0,7779
2026-01-15 09:39:29.464696,192.168.189.178,192.168.4.204,17707,8080,ICMP,1026,62,1,19992
2026-01-15 09:42:37.253537,192.168.188.135,192.168.141.245,3389,52475,ICMP,854,43,1,33411
2026-01-15 09:43:51.819316,192.168.241.144,192.168.32.150,11687,58273,ICMP,1099,49,2,15737
2026-01-15 09:36:38.609889,192.168.7.172,192.168.188.134,24802,3389,UDP,1312,40,1,21296
2026-01-15 09:38:49.888593,192.168.36.252,192.168.186.158,22,443,ICMP,480,36,18,42614
2026-01-15 09:40:39.772566,192.168.64.123,192.168.168.250,443,80,ICMP,961,40,1,21261
2026-01-15 09:38:52.775307,192.168.27.48,192.168.98.242,53398,80,ICMP,1500,35,16,21590
2026-01-15 09:43:31.677402,192.168.193.119,192.168.138.52,3389,49270,TCP,311,58,0,34365
2026-01-15 09:42:51.876765,192.168.113.87,192.168.61.154,443,443,TCP,1182,35,2,61718
2026-01-15 09:38:04.878727,192.168.117.70,192.168.101.191,3389,3389,UDP,905,55,16,2996
2026-01-15 09:40:22.397978,192.168.90.181,192.168.205.205,8080,8080,TCP,1225,61,18,29828
2026-01-15 09:42:25.055902,192.168.248.3,192.168.119.63,443,3389,ICMP,972,58,16,34550
2026-01-15 09:38:15.658665,192.168.176.140,192.168.189.27,3389,46062,UDP,990,30,16,7824
2026-01-15 09:37:01.624051,192.168.92.115,192.168.24.158,80,80,ICMP,492,43,18,33941
2026-01-15 09:41:12.123707,192.168.27.130,192.168.212.83,40209,3389,TCP,1320,51,16,11104
2026-01-15 09:37:56.568963,192.168.79.15,192.168.252.164,22,443,ICMP,1439,54,2,54238
2026-01-15 09:42:56.138480,192.168.102.126,192.168.239.175,8080,443,UDP,275,42,0,53868
2026-01-15 09:37:02.666540,192.168.159.205,192.168.169.243,22,3389,UDP,462,47,2,36972
2026-01-15 09:40:49.420950,192.168.197.176,192.168.85.6,443,8080,ICMP,263,32,16,14369
2026-01-15 09:40:38.361226,192.168.56.23,192.168.128.59,3389,80,UDP,457,49,16,54772
2026-01-15 09:38:26.376878,192.168.173.211,192.168.4.150,3389,8080,ICMP,724,33,16,29919
2026-01-15 09:37:52.609146,192.168.149.161,192.168.43.222,8080,62510,ICMP,1325,46,2,14747
2026-01-15 09:40:50.620575,192.168.84.10,192.168.136.90,35539,8080,UDP,861,50,18,11341
2026-01-15 09:37:39.813856,192.168.154.230,192.168.173.230,8080,443,TCP,78,58,18,8635
2026-01-15 09:38:54.016278,192.168.230.120,192.168.158.224,8080,80,ICMP,1352,35,1,48732
2026-01-15 09:36:22.871634,192.168.247.219,192.168.184.230,443,443,UDP,545,50,0,34520
2026-01-15 09:36:13.324005,192.168.226.158,192.168.69.84,8080,22,ICMP,261,33,1,3376
2026-01-15 09:41:51.426646,192.168.223.57,192.168.97.144,8080,8080,UDP,611,44,2,63698
2026-01-15 09:41:42.147537,192.168.117.205,192.168.198.117,22,3389,UDP,581,37,0,36301
2026-01-15 09:37:17.480798,192.168.254.19,192.168.135.174,443,80,ICMP,139,38,16,41977
2026-01-15 09:36:36.549625,192.168.168.215,192.168.174.226,80,8080,TCP,357,61,0,65209
2026-01-15 09:43:30.848315,192.168.20.99,192.168.24.138,80,443,UDP,957,61,0,49635
2026-01-15 09:36:22.557225,192.168.222.253,192.168.106.60,14849,8080,TCP,975,31,0,33012
2026-01-15 09:39:18.382210,192.168.54.129,192.168.22.92,34652,8080,TCP,592,52,1,42502
2026-01-15 09:42:18.861733,192.168.60.19,192.168.1.66,22,443,TCP,634,38,16,8611
2026-01-15 09:41:39.314622,192.168.188.3,192.168.171.148,22,3389,ICMP,977,58,2,33871
2026-01-15 09:35:50.150907,192.168.246.148,192.168.81.209,80,443,ICMP,117,41,16,56619
2026-01-15 09:35:15.065826,192.168.91.230,192.168.237.190,443,3389,ICMP,260,60,2,13483
2026-01-15 09:35:52.906474,192.168.47.93,192.168.241.45,443,22,UDP,856,36,1,16909
2026-01-15 09:39:10.555678,192.168.102.211,192.168.106.149,80,44644,ICMP,948,58,16,46888
2026-01-15 09:36:51.222062,192.168.200.66,192.168.201.164,80,8080,TCP,1443,58,16,21232
2026-01-15 09:41:30.006931,192.168.118.160,192.168.238.138,8080,6802,TCP,708,30,0,61667
2026-01-15 09:41:21.839970,192.168.12.107,192.168.208.219,22,80,ICMP,1364,64,16,32993
2026-01-15 09:41:54.773486,192.168.226.181,192.168.251.99,22,22,UDP,83,54,16,22344
2026-01-15 09:41:48.752769,192.168.97.134,192.168.1.157,8080,443,TCP,878,41,1,32068
2026-01-15 09:41:14.135239,192.168.138.60,192.168.40.127,59535,29261,TCP,1374,46,16,48824
2026-01-15 09:39:04.737582,192.168.127.32,192.168.154.37,22,22,UDP,1456,46,0,40693
2026-01-15 09:35:14.076849,192.168.254.200,192.168.247.229,57343,22,TCP,1127,44,18,4016
2026-01-15 09:37:24.312081,192.168.178.122,192.168.14.21,3389,443,ICMP,1083,57,1,10435
2026-01-15 09:40:03.770242,192.168.116.32,192.168.61.50,80,15716,UDP,1214,30,2,7385
2026-01-15 09:44:07.652291,192.168.210.193,192.168.128.128,8080,443,UDP,495,61,1,33348
2026-01-15 09:36:52.507796,192.168.122.210,192.168.20.213,80,22,ICMP,210,57,1,17931
2026-01-15 09:41:40.807082,192.168.39.6,192.168.184.179,443,3389,UDP,581,56,0,8378
2026-01-15 09:38:44.454625,192.168.210.122,192.168.163.243,22,22,UDP,367,36,0,60024
2026-01-15 09:44:11.969872,192.168.91.141,192.168.197.52,3389,3389,TCP,931,40,16,31213
2026-01-15 09:35:16.347676,192.168.5.104,192.168.167.232,3389,80,UDP,1090,45,0,59714
2026-01-15 09:43:18.043663,192.168.169.26,192.168.134.128,3389,3389,ICMP,1187,36,16,62067
2026-01-15 09:43:18.657730,192.168.43.29,192.168.47.171,443,43831,TCP,1041,42,0,24343
2026-01-15 09:43:07.880437,192.168.239.223,192.168.73.8,15939,80,ICMP,251,50,0,64787
2026-01-15 09:41:36.268774,192.168.203.202,192.168.220.225,58961,8080,TCP,246,50,16,60299
2026-01-15 09:37:23.553590,192.168.238.38,192.168.107.174,13686,22,ICMP,1196,38,1,41120
2026-01-15 09:36:52.714263,192.168.16.56,192.168.128.209,3389,22,UDP,278,61,16,7352
2026-01-15 09:44:25.065136,192.168.146.115,192.168.233.161,3389,8080,UDP,1014,54,18,18900
2026-01-15 09:40:24.976418,192.168.193.124,192.168.126.10,80,8080,TCP,546,52,16,36565
2026-01-15 09:38:44.551996,192.168.224.184,192.168.254.221,443,3389,TCP,1477,44,2,41273
2026-01-15 09:39:44.237268,192.168.84.207,192.168.187.210,53736,80,UDP,155,41,18,13092
2026-01-15 09:44:15.246144,192.168.110.112,192.168.220.216,22,8080,TCP,555,38,0,44728
2026-01-15 09:39:55.579657,192.168.97.35,192.168.50.145,80,443,ICMP,1012,58,18,46432
2026-01-15 09:42:02.690408,192.168.35.3,192.168.97.110,22,8755,ICMP,134,59,16,54801
2026-01-15 09:40:24.198643,192.168.147.89,192.168.3.24,11238,8080,TCP,1429,46,2,38859
2026-01-15 09:39:58.268124,192.168.117.166,192.168.24.108,80,443,UDP,91,40,0,35586
2026-01-15 09:42:58.660633,192.168.129.250,192.168.126.96,3389,24245,TCP,1435,40,0,65316
2026-01-15 09:40:24.576290,192.168.206.171,192.168.0.54,37018,8080,UDP,960,31,1,46378
2026-01-15 09:37:34.558052,192.168.56.116,192.168.196.157,443,20392,ICMP,208,37,0,34051
2026-01-15 09:38:48.659819,192.168.40.77,192.168.212.37,22,8080,ICMP,1144,41,2,63190
2026-01-15 09:36:01.276220,192.168.239.186,192.168.89.84,443,80,TCP,712,46,18,3995
2026-01-15 09:37:50.763940,192.168.40.250,192.168.216.205,443,8080,TCP,719,64,1,43386
2026-01-15 09:38:09.875784,192.168.112.202,192.168.66.249,22,443,UDP,1127,31,2,14713
2026-01-15 09:41:35.209920,192.168.41.132,192.168.69.124,3389,443,TCP,48,51,1,61124
2026-01-15 09:40:33.002036,192.168.160.229,192.168.117.120,3389,443,TCP,172,62,1,57322
2026-01-15 09:42:28.131235,192.168.120.182,192.168.153.45,12771,443,ICMP,613,60,18,9118
2026-01-15 09:38:13.029908,192.168.104.65,192.168.138.17,8080,22,ICMP,170,35,16,60145
2026-01-15 09:44:16.990460,192.168.131.224,192.168.207.81,51797,3389,ICMP,1388,56,1,63786
2026-01-15 09:36:06.700891,192.168.135.173,192.168.96.202,443,3389,UDP,377,63,0,59689
2026-01-15 09:40:01.807364,192.168.87.68,192.168.118.10,3389,3389,TCP,638,44,2,12150
2026-01-15 09:37:02.046789,192.168.83.205,192.168.82.154,6836,3389,UDP,197,59,2,21974
2026-01-15 09:44:10.811743,192.168.49.209,192.168.123.40,3389,55459,ICMP,403,61,18,35466
2026-01-15 09:40:56.188247,192.168.180.220,192.168.128.143,443,80,TCP,909,44,0,64099
2026-01-15 09:43:00.268499,192.168.130.215,192.168.205.225,8080,80,UDP,707,55,16,23510
2026-01-15 09:36:41.216943,192.168.182.98,192.168.152.36,22,22,TCP,1234,53,18,18862
2026-01-15 09:41:05.752732,192.168.201.165,192.168.111.190,443,40550,UDP,1468,60,0,44945
2026-01-15 09:35:16.967166,192.168.140.61,192.168.232.244,49200,3389,ICMP,40,60,1,36695
2026-01-15 09:37:34.402956,192.168.142.49,192.168.57.197,8080,8080,ICMP,1365,45,2,54852
2026-01-15 09:39:37.143840,192.168.214.233,192.168.240.88,3389,8080,ICMP,1060,32,0,62914
2026-01-15 09:36:56.382685,192.168.227.125,192.168.199.47,22,14907,ICMP,744,36,2,22127
2026-01-15 09:43:49.141218,192.168.248.127,192.168.115.160,2898,80,ICMP,638,52,16,39408
2026-01-15 09:38:04.065633,192.168.4.219,192.168.92.88,80,8080,UDP,1472,55,18,10583
2026-01-15 09:35:23.906924,192.168.49.106,192.168.126.243,56179,8080,UDP,122,53,1,49266
2026-01-15 09:41:20.433810,192.168.97.205,192.168.161.91,49035,3389,UDP,999,30,0,22965
2026-01-15 09:38:55.349859,192.168.242.111,192.168.246.194,443,33480,TCP,1199,38,16,64305
2026-01-15 09:35:03.355800,192.168.166.114,192.168.156.185,80,80,ICMP,677,37,16,24911
2026-01-15 09:44:14.912635,192.168.234.68,192.168.251.246,80,10861,TCP,1116,54,2,30044
2026-01-15 09:37:49.239380,192.168.110.78,192.168.141.223,36088,3389,ICMP,528,55,2,12933
2026-01-15 09:39:08.470411,192.168.120.208,192.168.31.238,3389,80,UDP,1361,40,16,63965
2026-01-15 09:42:43.706448,192.168.164.183,192.168.248.240,45829,8080,TCP,852,33,18,58991
2026-01-15 09:40:59.235156,192.168.20.118,192.168.157.88,22,443,ICMP,1351,33,18,49101
2026-01-15 09:43:31.087596,192.168.22.161,192.168.78.158,8080,443,UDP,1084,33,0,32281
2026-01-15 09:39:59.480574,192.168.173.29,192.168.38.104,443,22,TCP,262,58,2,46665
2026-01-15 09:41:48.312717,192.168.52.204,192.168.251.97,22,22,TCP,49,48,16,57102
2026-01-15 09:35:50.230184,192.168.250.209,192.168.105.176,22,443,UDP,652,30,16,1595
2026-01-15 09:35:55.421027,192.168.247.158,192.168.209.115,8080,443,UDP,129,34,2,25226
2026-01-15 09:41:55.086287,192.168.102.207,192.168.100.124,80,24669,TCP,1118,58,1,38451
2026-01-15 09:41:21.360663,192.168.6.164,192.168.52.14,3389,3389,ICMP,1370,61,18,58660
2026-01-15 09:44:38.090294,192.168.98.217,192.168.18.128,443,3389,TCP,1305,35,16,51187
2026-01-15 09:41:41.090218,192.168.160.169,192.168.95.44,3389,443,ICMP,525,53,1,24519
2026-01-15 09:35:50.549260,192.168.39.102,192.168.192.136,80,8080,ICMP,449,31,1,63886
2026-01-15 09:35:47.842921,192.168.164.240,192.168.39.201,54881,22,TCP,1177,39,0,41911
2026-01-15 09:43:53.571095,192.168.212.113,192.168.8.177,22,443,ICMP,740,42,2,58798
2026-01-15 09:35:12.260226,192.168.98.191,192.168.91.126,22,36563,UDP,645,40,2,29091
2026-01-15 09:42:23.463031,192.168.232.69,192.168.179.250,22,22,UDP,1075,58,18,4650
2026-01-15 09:39:18.757863,192.168.19.81,192.168.247.115,8080,3389,UDP,1305,61,16,55695
2026-01-15 09:37:43.547194,192.168.3.220,192.168.50.103,80,22,UDP,657,60,2,39204
2026-01-15 09:37:47.266968,192.168.194.81,192.168.148.156,443,3389,TCP,1229,31,0,23172
2026-01-15 09:35:29.166896,192.168.177.75,192.168.140.178,8080,3389,TCP,1280,49,16,21359
2026-01-15 09:36:05.279815,192.168.81.70,192.168.105.137,8080,8080,UDP,615,39,16,53836
2026-01-15 09:35:19.203865,192.168.198.70,192.168.49.53,22,3389,ICMP,1153,34,2,51580
2026-01-15 09:39:17.853802,192.168.14.99,192.168.177.113,443,22,ICMP,247,39,2,41480
2026-01-15 09:42:04.241615,192.168.231.2,192.168.211.105,8080,34409,UDP,1170,61,1,15847
2026-01-15 09:37:58.839853,192.168.229.174,192.168.56.24,8080,80,UDP,263,44,0,62503
2026-01-15 09:37:01.322508,192.168.113.104,192.168.83.54,45837,443,UDP,665,50,0,46223
2026-01-15 09:40:06.828378,192.168.40.25,192.168.180.37,80,80,TCP,1478,53,2,51493
2026-01-15 09:35:27.202604,192.168.49.209,192.168.106.49,80,22,UDP,1162,39,1,11168
2026-01-15 09:44:12.758236,192.168.170.97,192.168.97.182,3389,3389,TCP,405,56,18,26307
2026-01-15 09:37:11.948687,192.168.121.118,192.168.137.194,22,443,ICMP,1367,44,16,2147
2026-01-15 09:43:17.915220,192.168.97.30,192.168.156.76,80,8080,UDP,653,60,2,51127
2026-01-15 09:40:23.133815,192.168.75.33,192.168.212.157,18704,443,TCP,341,55,18,1665
2026-01-15 09:37:40.460841,192.168.192.23,192.168.13.197,5247,3389,TCP,1053,62,1,12073
2026-01-15 09:35:55.741095,192.168.250.79,192.168.200.157,15274,9052,UDP,262,61,2,3481
2026-01-15 09:35:10.667499,192.168.78.180,192.168.102.120,22,80,ICMP,1387,52,1,41432
2026-01-15 09:36:21.130876,192.168.35.131,192.168.226.29,8080,443,ICMP,1446,63,0,50410
2026-01-15 09:44:48.157897,192.168.63.254,192.168.51.91,8080,80,TCP,686,41,18,39320
2026-01-15 09:40:13.148833,192.168.192.123,192.168.16.46,22,8080,UDP,697,54,0,46547
2026-01-15 09:42:55.389501,192.168.33.44,192.168.78.119,443,80,UDP,742,35,0,28493
2026-01-15 09:43:04.933579,192.168.157.125,192.168.30.36,22,80,TCP,184,60,2,51210
2026-01-15 09:36:11.505992,192.168.254.110,192.168.217.126,8080,8080,UDP,157,32,0,4268
2026-01-15 09:37:18.288952,192.168.166.118,192.168.114.236,13752,2119,ICMP,859,64,18,14188
2026-01-15 09:37:33.550713,192.168.249.24,192.168.199.243,80,80,TCP,470,54,18,22447
2026-01-15 09:42:24.490660,192.168.4.182,192.168.45.154,80,3389,TCP,76,64,18,61958
2026-01-15 09:38:15.679980,192.168.123.210,192.168.196.250,8080,80,UDP,296,31,16,36668
2026-01-15 09:40:53.925059,192.168.1.73,192.168.166.165,443,37897,TCP,213,36,18,36327
2026-01-15 09:39:40.717484,192.168.45.184,192.168.242.221,3389,443,UDP,1418,36,0,15999
2026-01-15 09:36:12.134319,192.168.228.18,192.168.161.139,80,443,ICMP,1058,35,16,25035
2026-01-15 09:41:13.795322,192.168.255.229,192.168.200.76,80,443,ICMP,444,35,18,8302
2026-01-15 09:41:48.728214,192.168.15.180,192.168.10.198,80,39917,UDP,1275,53,1,8886
2026-01-15 09:40:00.890103,192.168.246.63,192.168.202.248,39579,22,ICMP,479,45,18,53334
2026-01-15 09:38:07.029133,192.168.149.31,192.168.98.156,80,8080,UDP,1422,36,18,59575
2026-01-15 09:41:15.378325,192.168.41.143,192.168.35.140,22,3389,ICMP,528,48,18,32841
2026-01-15 09:35:17.487935,192.168.19.197,192.168.157.110,443,80,UDP,505,60,16,8521
2026-01-15 09:43:57.990324,192.168.90.73,192.168.128.154,8080,22,ICMP,592,58,16,5460
2026-01-15 09:38:56.780455,192.168.82.74,192.168.76.207,22,22,UDP,969,31,18,33913
2026-01-15 09:43:01.509732,192.168.217.221,192.168.226.244,22,80,ICMP,945,60,16,64221
2026-01-15 09:44:13.559750,192.168.20.187,192.168.29.49,22,3389,ICMP,994,58,18,44199
2026-01-15 09:43:50.132293,192.168.151.112,192.168.78.110,8080,22,UDP,1027,63,2,26761
2026-01-15 09:40:33.250903,192.168.105.68,192.168.204.43,443,19623,UDP,73,45,2,54036
2026-01-15 09:36:28.697286,192.168.90.251,192.168.189.140,22,8080,ICMP,760,30,1,24438
2026-01-15 09:41:39.602373,192.168.134.60,192.168.9.222,80,80,UDP,865,35,2,47866
2026-01-15 09:41:44.095622,192.168.95.95,192.168.68.153,29315,22,TCP,1114,33,1,7619
2026-01-15 09:36:32.671581,192.168.189.110,192.168.138.171,443,443,TCP,762,44,2,43882
2026-01-15 09:40:34.226313,192.168.227.134,192.168.143.79,443,443,TCP,701,52,16,16796
2026-01-15 09:42:57.307459,192.168.104.195,192.168.24.171,22,22,TCP,81,56,16,56253
2026-01-15 09:36:17.070166,192.168.57.224,192.168.53.186,80,80,TCP,332,59,1,45184
2026-01-15 09:44:10.153181,192.168.11.191,192.168.188.150,443,80,ICMP,716,49,16,58131
2026-01-15 09:39:11.213594,192.168.67.196,192.168.33.248,443,22,TCP,603,34,2,53471
2026-01-15 09:44:34.986807,192.168.130.179,192.168.12.178,80,8080,UDP,1133,42,0,33326
2026-01-15 09:44:10.830513,192.168.95.148,192.168.176.11,8080,3389,ICMP,690,45,1,12080
2026-01-15 09:44:24.019124,192.168.241.159,192.168.202.10,3389,22,ICMP,739,51,2,33345
2026-01-15 09:38:06.043330,192.168.242.14,192.168.148.59,8080,10699,UDP,774,31,0,53078
2026-01-15 09:41:02.154392,192.168.136.61,192.168.202.92,80,8080,ICMP,289,30,16,58546
2026-01-15 09:37:41.979277,192.168.166.151,192.168.148.223,22,443,UDP,129,36,1,14858
2026-01-15 09:41:45.452961,192.168.217.50,192.168.34.104,56472,3389,TCP,420,30,18,52329
2026-01-15 09:44:25.190789,192.168.162.105,192.168.120.3,80,80,ICMP,348,30,2,6410
2026-01-15 09:36:31.321821,192.168.72.241,192.168.70.62,80,22657,TCP,917,59,0,21652
2026-01-15 09:42:09.052548,192.168.101.14,192.168.49.184,22,22,UDP,515,63,18,60106
2026-01-15 09:40:18.024774,192.168.158.231,192.168.128.232,3389,3389,UDP,610,31,1,64927
2026-01-15 09:42:25.871590,192.168.220.125,192.168.26.191,443,22,UDP,603,49,16,55861
2026-01-15 09:43:02.617540,192.168.90.221,192.168.147.200,3389,22,TCP,1166,51,1,6886
2026-01-15 09:40:53.701440,192.168.138.159,192.168.221.165,443,22,UDP,698,52,16,42164
2026-01-15 09:38:44.767115,192.168.247.251,192.168.189.146,8080,80,UDP,784,50,1,63278
2026-01-15 09:40:55.514677,192.168.183.225,192.168.80.138,22,8080,ICMP,1102,39,2,33411
2026-01-15 09:41:31.123792,192.168.113.154,192.168.223.26,3389,8080,UDP,1490,55,1,24793
2026-01-15 09:40:08.521127,192.168.48.74,192.168.144.171,22,8080,UDP,575,32,1,10503
2026-01-15 09:42:28.129014,192.168.141.153,192.168.236.14,4443,80,ICMP,958,56,18,36895
2026-01-15 09:43:10.706267,192.168.251.159,192.168.214.30,3389,22,TCP,514,57,0,1565
